week,user_id,channel,is_purchased,gmv
12,197,context_ads,0,0
12,196,mobile_ads,0,0
12,189,mobile_ads,0,0
12,188,mobile_ads,0,0
12,185,social_media,1,100
12,182,social_media,0,0
12,243,context_ads,1,10
12,181,bloggers,1,50
12,210,social_media,0,0
12,244,social_media,0,0
12,269,social_media,0,0
12,251,bloggers,1,100
12,180,mobile_ads,0,0
12,297,mobile_ads,0,0
12,293,context_ads,0,0
12,291,bloggers,0,0
12,290,context_ads,0,0
12,285,context_ads,0,0
12,283,context_ads,1,100
12,280,context_ads,1,50
12,276,context_ads,1,50
12,246,context_ads,0,0
12,273,context_ads,1,10
12,267,context_ads,0,0
12,266,bloggers,0,0
12,265,social_media,0,0
12,262,social_media,1,10
12,258,context_ads,1,50
12,257,social_media,0,0
12,256,social_media,1,10
12,254,bloggers,0,0
12,253,social_media,1,200
12,268,mobile_ads,1,50
12,177,mobile_ads,0,0
12,172,context_ads,0,0
12,174,bloggers,1,100
12,78,social_media,1,10
12,75,social_media,1,200
12,68,mobile_ads,0,0
12,58,context_ads,0,0
12,55,bloggers,1,50
12,50,bloggers,1,100
12,47,social_media,0,0
12,46,context_ads,1,10
12,38,social_media,1,250
12,79,context_ads,0,0
12,36,mobile_ads,0,0
12,29,bloggers,1,10
12,23,social_media,1,200
12,21,context_ads,0,0
12,18,mobile_ads,0,0
12,17,social_media,0,0
12,16,social_media,0,0
12,4,mobile_ads,0,0
12,3,mobile_ads,0,0
12,175,mobile_ads,0,0
12,32,bloggers,1,10
12,87,context_ads,0,0
12,45,bloggers,0,0
12,90,context_ads,0,0
12,88,bloggers,1,10
12,167,bloggers,0,0
12,164,social_media,1,250
12,163,bloggers,0,0
12,146,context_ads,0,0
12,142,social_media,0,0
12,138,mobile_ads,1,50
12,132,context_ads,1,200
12,130,bloggers,0,0
12,127,mobile_ads,1,50
12,141,mobile_ads,1,50
12,91,bloggers,1,100
12,120,mobile_ads,1,10
12,117,mobile_ads,1,100
12,111,mobile_ads,1,50
12,107,context_ads,0,0
12,102,social_media,1,10
12,101,mobile_ads,0,0
12,96,context_ads,0,0
12,94,context_ads,0,0
12,126,social_media,1,10
13,192,context_ads,1,10
13,194,context_ads,0,0
13,198,bloggers,1,10
13,200,social_media,1,10
13,213,social_media,1,200
13,204,mobile_ads,0,0
13,207,social_media,0,0
13,208,context_ads,1,50
13,188,context_ads,0,0
13,202,social_media,1,100
13,186,context_ads,1,10
13,164,bloggers,0,0
13,178,context_ads,0,0
13,177,bloggers,0,0
13,176,mobile_ads,1,200
13,175,mobile_ads,0,0
13,173,mobile_ads,1,10
13,172,mobile_ads,1,10
13,167,social_media,0,0
13,163,social_media,1,200
13,165,mobile_ads,1,200
13,217,bloggers,0,0
13,181,mobile_ads,1,50
13,220,mobile_ads,1,100
13,290,social_media,0,0
13,234,social_media,1,50
13,161,context_ads,0,0
13,295,mobile_ads,1,10
13,292,mobile_ads,0,0
13,298,social_media,1,10
13,289,social_media,0,0
13,285,social_media,0,0
13,277,social_media,1,100
13,276,social_media,0,0
13,275,context_ads,1,50
13,270,bloggers,0,0
13,264,social_media,1,100
13,263,bloggers,0,0
13,261,bloggers,1,10
13,260,context_ads,0,0
13,259,context_ads,0,0
13,257,social_media,0,0
13,254,mobile_ads,1,10
13,253,bloggers,0,0
13,252,mobile_ads,0,0
13,240,mobile_ads,0,0
13,238,mobile_ads,1,200
13,237,mobile_ads,1,10
13,236,social_media,1,200
13,226,context_ads,1,100
13,158,social_media,0,0
13,16,mobile_ads,1,10
13,154,mobile_ads,0,0
13,64,mobile_ads,1,100
13,63,mobile_ads,1,10
13,61,bloggers,0,0
13,59,bloggers,1,100
13,54,bloggers,1,10
13,53,bloggers,0,0
13,52,bloggers,1,200
13,51,mobile_ads,0,0
13,49,mobile_ads,0,0
13,44,mobile_ads,1,10
13,65,bloggers,0,0
13,37,bloggers,1,200
13,32,mobile_ads,0,0
13,29,bloggers,0,0
13,22,context_ads,1,200
13,21,context_ads,1,200
13,18,context_ads,0,0
13,17,context_ads,1,200
13,15,mobile_ads,0,0
13,10,mobile_ads,0,0
13,8,context_ads,1,50
13,156,bloggers,0,0
13,35,mobile_ads,1,10
13,67,social_media,0,0
13,43,social_media,0,0
13,73,mobile_ads,1,200
13,150,mobile_ads,1,200
13,72,social_media,1,200
13,146,mobile_ads,0,0
13,141,context_ads,0,0
13,140,bloggers,0,0
13,137,context_ads,0,0
13,135,bloggers,0,0
13,131,context_ads,0,0
13,123,bloggers,0,0
13,121,social_media,0,0
13,117,context_ads,1,100
13,133,mobile_ads,0,0
13,106,context_ads,0,0
13,102,social_media,1,200
13,99,bloggers,0,0
13,95,social_media,1,50
13,92,bloggers,0,0
13,89,social_media,1,10
13,85,social_media,0,0
13,84,social_media,0,0
13,114,bloggers,1,200
13,83,bloggers,0,0
13,76,social_media,1,10
14,222,context_ads,1,50
14,208,bloggers,1,50
14,210,context_ads,0,0
14,211,mobile_ads,0,0
14,212,context_ads,1,200
14,221,bloggers,1,50
14,217,social_media,0,0
14,220,bloggers,1,50
14,204,bloggers,1,50
14,214,context_ads,0,0
14,193,mobile_ads,0,0
14,163,mobile_ads,1,50
14,189,bloggers,0,0
14,188,social_media,0,0
14,187,social_media,0,0
14,182,bloggers,1,100
14,180,social_media,1,200
14,178,bloggers,0,0
14,177,mobile_ads,0,0
14,175,bloggers,1,200
14,173,bloggers,1,100
14,161,social_media,1,300
14,226,social_media,0,0
14,190,context_ads,0,0
14,227,social_media,0,0
14,297,mobile_ads,1,110
14,237,mobile_ads,0,0
14,159,bloggers,1,200
14,299,social_media,0,0
14,296,mobile_ads,1,10
14,295,context_ads,1,10
14,289,bloggers,1,100
14,288,social_media,1,50
14,287,social_media,0,0
14,285,social_media,0,0
14,284,social_media,1,50
14,282,context_ads,0,0
14,281,social_media,1,100
14,233,social_media,1,10
14,279,context_ads,1,50
14,274,social_media,1,200
14,267,mobile_ads,1,50
14,266,social_media,1,100
14,262,social_media,0,0
14,253,mobile_ads,1,110
14,251,bloggers,1,50
14,246,social_media,1,200
14,244,social_media,0,0
14,242,bloggers,0,0
14,240,mobile_ads,1,50
14,238,context_ads,1,200
14,277,mobile_ads,0,0
14,157,mobile_ads,0,0
14,84,social_media,1,400
14,150,context_ads,1,50
14,69,social_media,1,10
14,67,mobile_ads,0,0
14,65,social_media,1,100
14,62,bloggers,1,200
14,60,social_media,1,200
14,57,context_ads,1,10
14,56,context_ads,0,0
14,55,bloggers,0,0
14,44,bloggers,0,0
14,40,context_ads,1,250
14,39,mobile_ads,0,0
14,35,context_ads,1,100
14,33,bloggers,0,0
14,31,mobile_ads,1,200
14,27,context_ads,0,0
14,24,bloggers,1,200
14,21,social_media,1,200
14,17,social_media,0,0
14,14,social_media,1,100
14,10,mobile_ads,1,160
14,9,social_media,1,100
14,8,social_media,1,50
14,3,social_media,0,0
14,73,mobile_ads,0,0
14,74,social_media,1,50
14,7,mobile_ads,0,0
14,78,mobile_ads,0,0
14,75,context_ads,1,200
14,136,bloggers,0,0
14,135,social_media,0,0
14,134,bloggers,0,0
14,131,social_media,0,0
14,130,mobile_ads,0,0
14,129,bloggers,1,200
14,128,social_media,1,200
14,126,social_media,1,200
14,121,social_media,0,0
14,114,social_media,0,0
14,149,context_ads,0,0
14,108,context_ads,0,0
14,105,bloggers,0,0
14,104,context_ads,1,200
14,101,mobile_ads,0,0
14,95,bloggers,0,0
14,90,social_media,0,0
14,86,mobile_ads,1,200
14,152,mobile_ads,0,0
14,82,social_media,0,0
14,80,context_ads,0,0
14,79,mobile_ads,1,50
14,113,social_media,0,0
15,203,social_media,1,10
15,206,mobile_ads,1,50
15,207,social_media,1,100
15,229,social_media,1,10
15,209,context_ads,1,100
15,210,mobile_ads,1,10
15,211,context_ads,1,100
15,225,context_ads,0,0
15,208,mobile_ads,0,0
15,199,mobile_ads,0,0
15,180,social_media,1,200
15,194,mobile_ads,1,200
15,189,bloggers,0,0
15,182,context_ads,0,0
15,181,social_media,0,0
15,176,mobile_ads,0,0
15,173,social_media,1,10
15,172,bloggers,0,0
15,171,social_media,1,10
15,170,social_media,0,0
15,231,bloggers,1,10
15,168,context_ads,1,100
15,198,social_media,0,0
15,233,mobile_ads,0,0
15,265,context_ads,0,0
15,238,mobile_ads,0,0
15,167,social_media,1,10
15,297,bloggers,1,50
15,295,mobile_ads,0,0
15,292,social_media,1,50
15,288,bloggers,1,10
15,287,context_ads,1,10
15,284,social_media,1,100
15,281,social_media,0,0
15,279,social_media,1,200
15,273,bloggers,0,0
15,237,mobile_ads,1,10
15,272,social_media,1,100
15,267,mobile_ads,0,0
15,263,context_ads,0,0
15,259,bloggers,1,50
15,256,social_media,0,0
15,253,context_ads,1,50
15,250,context_ads,0,0
15,247,mobile_ads,1,200
15,243,context_ads,1,10
15,242,bloggers,1,50
15,241,bloggers,0,0
15,270,bloggers,0,0
15,165,social_media,1,100
15,163,context_ads,0,0
15,41,social_media,1,100
15,68,mobile_ads,0,0
15,63,context_ads,1,60
15,61,social_media,1,100
15,57,mobile_ads,0,0
15,54,context_ads,0,0
15,48,bloggers,1,10
15,47,context_ads,1,100
15,46,context_ads,0,0
15,43,context_ads,1,100
15,33,mobile_ads,1,200
15,72,social_media,0,0
15,31,bloggers,1,50
15,27,mobile_ads,1,50
15,25,mobile_ads,0,0
15,22,context_ads,0,0
15,21,context_ads,1,10
15,17,bloggers,0,0
15,13,context_ads,1,50
15,12,social_media,0,0
15,4,mobile_ads,1,200
15,3,bloggers,1,100
15,164,context_ads,0,0
15,30,bloggers,1,10
15,78,social_media,0,0
15,59,mobile_ads,0,0
15,87,mobile_ads,0,0
15,161,social_media,1,200
15,153,mobile_ads,0,0
15,151,context_ads,1,100
15,147,social_media,0,0
15,142,social_media,0,0
15,141,social_media,1,10
15,140,bloggers,1,200
15,84,bloggers,0,0
15,131,mobile_ads,1,10
15,124,social_media,0,0
15,122,bloggers,0,0
15,118,social_media,0,0
15,137,bloggers,1,200
15,90,bloggers,0,0
15,114,context_ads,1,100
15,111,social_media,1,100
15,110,social_media,0,0
15,106,context_ads,0,0
15,105,context_ads,0,0
15,103,context_ads,0,0
15,100,context_ads,0,0
15,92,social_media,1,200
15,117,mobile_ads,0,0
16,188,social_media,0,0
16,192,social_media,0,0
16,198,mobile_ads,1,10
16,200,context_ads,1,10
16,215,bloggers,0,0
16,208,social_media,1,10
16,209,bloggers,0,0
16,214,social_media,1,200
16,177,social_media,1,10
16,203,bloggers,0,0
16,170,social_media,0,0
16,132,bloggers,1,50
16,164,social_media,1,100
16,163,bloggers,1,10
16,153,social_media,0,0
16,152,bloggers,1,10
16,147,social_media,0,0
16,141,bloggers,1,100
16,139,social_media,1,10
16,137,context_ads,0,0
16,136,social_media,0,0
16,135,mobile_ads,0,0
16,216,mobile_ads,0,0
16,167,bloggers,1,10
16,217,social_media,1,100
16,300,context_ads,0,0
16,223,context_ads,0,0
16,294,context_ads,1,200
16,293,mobile_ads,1,200
16,290,social_media,1,200
16,289,social_media,1,210
16,282,bloggers,1,10
16,281,mobile_ads,0,0
16,268,social_media,0,0
16,267,mobile_ads,1,10
16,265,social_media,1,50
16,261,context_ads,1,210
16,220,context_ads,1,10
16,259,mobile_ads,1,200
16,251,mobile_ads,1,110
16,250,bloggers,0,0
16,246,context_ads,1,50
16,242,social_media,1,50
16,238,social_media,1,50
16,237,mobile_ads,0,0
16,236,social_media,0,0
16,228,bloggers,1,50
16,226,context_ads,1,50
16,224,context_ads,1,100
16,252,context_ads,1,200
16,130,mobile_ads,0,0
16,1,social_media,1,400
16,126,mobile_ads,0,0
16,56,mobile_ads,1,10
16,55,social_media,1,200
16,54,context_ads,1,150
16,52,mobile_ads,0,0
16,51,social_media,0,0
16,46,bloggers,0,0
16,40,social_media,0,0
16,39,social_media,1,200
16,37,social_media,0,0
16,35,social_media,1,100
16,60,social_media,1,10
16,33,mobile_ads,1,10
16,28,bloggers,1,50
16,25,mobile_ads,0,0
16,16,bloggers,1,10
16,13,social_media,1,100
16,10,social_media,1,200
16,8,bloggers,1,50
16,7,mobile_ads,0,0
16,3,social_media,0,0
16,2,mobile_ads,1,50
16,129,mobile_ads,1,100
16,30,social_media,1,200
16,62,context_ads,0,0
16,34,social_media,1,10
16,66,mobile_ads,0,0
16,63,bloggers,0,0
16,122,social_media,1,250
16,119,social_media,1,100
16,117,social_media,1,10
16,114,mobile_ads,1,200
16,111,bloggers,1,200
16,110,bloggers,0,0
16,107,context_ads,0,0
16,106,mobile_ads,0,0
16,104,social_media,1,100
16,102,bloggers,1,10
16,123,social_media,1,10
16,69,mobile_ads,0,0
16,96,bloggers,1,50
16,95,context_ads,1,200
16,93,bloggers,1,200
16,91,mobile_ads,1,200
16,88,social_media,0,0
16,85,social_media,1,10
16,80,social_media,1,50
16,79,social_media,1,150
16,77,social_media,0,0
16,97,mobile_ads,1,50
17,201,bloggers,0,0
17,205,context_ads,1,200
17,206,mobile_ads,0,0
17,207,context_ads,0,0
17,224,bloggers,0,0
17,215,social_media,1,100
17,216,mobile_ads,0,0
17,218,social_media,0,0
17,200,mobile_ads,0,0
17,221,social_media,1,50
17,211,context_ads,0,0
17,187,bloggers,0,0
17,176,bloggers,0,0
17,183,mobile_ads,1,200
17,180,mobile_ads,0,0
17,178,context_ads,0,0
17,177,context_ads,0,0
17,174,context_ads,0,0
17,168,social_media,0,0
17,165,social_media,0,0
17,158,bloggers,1,50
17,157,context_ads,1,100
17,148,mobile_ads,0,0
17,185,bloggers,0,0
17,228,mobile_ads,1,200
17,299,social_media,0,0
17,235,bloggers,0,0
17,145,social_media,0,0
17,296,context_ads,0,0
17,294,social_media,0,0
17,293,social_media,0,0
17,287,context_ads,1,10
17,285,bloggers,1,50
17,282,mobile_ads,0,0
17,281,bloggers,0,0
17,277,mobile_ads,1,100
17,275,mobile_ads,1,50
17,274,context_ads,1,100
17,271,context_ads,1,50
17,269,mobile_ads,1,10
17,264,context_ads,1,50
17,262,social_media,0,0
17,259,context_ads,1,10
17,258,mobile_ads,0,0
17,256,social_media,1,10
17,249,context_ads,1,50
17,248,bloggers,0,0
17,246,mobile_ads,1,50
17,244,mobile_ads,1,50
17,242,context_ads,0,0
17,234,context_ads,1,100
17,143,social_media,0,0
17,129,context_ads,1,100
17,137,context_ads,1,10
17,73,context_ads,1,100
17,72,context_ads,1,150
17,69,context_ads,0,0
17,67,mobile_ads,1,200
17,65,social_media,1,10
17,63,bloggers,1,100
17,60,bloggers,0,0
17,56,social_media,1,200
17,55,context_ads,1,50
17,53,context_ads,1,10
17,74,bloggers,0,0
17,51,social_media,0,0
17,39,bloggers,1,10
17,35,context_ads,0,0
17,29,bloggers,0,0
17,27,mobile_ads,0,0
17,26,social_media,0,0
17,25,social_media,0,0
17,19,mobile_ads,0,0
17,18,social_media,1,200
17,12,mobile_ads,0,0
17,1,social_media,1,50
17,44,mobile_ads,0,0
17,79,context_ads,0,0
17,15,mobile_ads,1,100
17,81,mobile_ads,1,10
17,80,bloggers,0,0
17,134,bloggers,0,0
17,132,bloggers,1,50
17,130,bloggers,0,0
17,142,social_media,1,400
17,127,context_ads,1,200
17,125,bloggers,1,50
17,123,context_ads,1,100
17,119,social_media,0,0
17,117,mobile_ads,0,0
17,115,social_media,0,0
17,133,bloggers,0,0
17,110,social_media,1,50
17,111,context_ads,0,0
17,86,bloggers,0,0
17,88,bloggers,0,0
17,89,context_ads,0,0
17,90,social_media,0,0
17,85,social_media,1,100
17,96,social_media,1,150
17,97,social_media,1,10
17,101,context_ads,1,10
17,102,social_media,0,0
17,91,bloggers,1,10
18,216,mobile_ads,0,0
18,194,context_ads,1,150
18,213,mobile_ads,0,0
18,212,social_media,1,100
18,211,social_media,1,100
18,210,mobile_ads,0,0
18,205,context_ads,0,0
18,204,social_media,1,10
18,215,mobile_ads,0,0
18,173,mobile_ads,1,10
18,187,mobile_ads,1,100
18,185,mobile_ads,0,0
18,178,context_ads,0,0
18,174,social_media,0,0
18,172,mobile_ads,0,0
18,171,social_media,0,0
18,167,mobile_ads,1,100
18,163,mobile_ads,1,10
18,218,mobile_ads,1,210
18,162,mobile_ads,0,0
18,189,mobile_ads,0,0
18,219,context_ads,0,0
18,260,context_ads,1,10
18,222,social_media,0,0
18,157,context_ads,1,50
18,300,bloggers,0,0
18,299,context_ads,1,100
18,295,context_ads,0,0
18,287,social_media,0,0
18,277,bloggers,0,0
18,274,context_ads,1,200
18,271,social_media,0,0
18,267,bloggers,0,0
18,220,social_media,1,50
18,263,social_media,1,10
18,258,social_media,1,10
18,252,context_ads,0,0
18,251,context_ads,0,0
18,242,social_media,0,0
18,239,bloggers,1,10
18,232,social_media,1,10
18,231,social_media,0,0
18,227,context_ads,1,200
18,223,social_media,0,0
18,261,bloggers,0,0
18,155,mobile_ads,0,0
18,148,context_ads,0,0
18,37,social_media,1,50
18,74,bloggers,1,50
18,72,mobile_ads,1,200
18,71,bloggers,0,0
18,61,mobile_ads,0,0
18,52,bloggers,1,10
18,50,context_ads,0,0
18,43,context_ads,0,0
18,40,bloggers,0,0
18,38,context_ads,0,0
18,75,social_media,1,200
18,36,social_media,1,200
18,28,context_ads,0,0
18,22,bloggers,1,10
18,21,social_media,1,200
18,20,mobile_ads,0,0
18,12,context_ads,0,0
18,11,social_media,0,0
18,4,context_ads,0,0
18,1,social_media,0,0
18,146,bloggers,0,0
18,34,mobile_ads,1,10
18,88,context_ads,1,10
18,67,bloggers,1,100
18,90,bloggers,1,10
18,145,social_media,0,0
18,141,mobile_ads,1,100
18,138,social_media,1,100
18,137,context_ads,1,50
18,134,context_ads,1,50
18,132,context_ads,1,50
18,89,social_media,1,50
18,124,context_ads,0,0
18,122,context_ads,1,200
18,118,mobile_ads,1,50
18,114,social_media,1,10
18,129,context_ads,0,0
18,113,social_media,0,0
18,112,mobile_ads,0,0
18,110,mobile_ads,1,200
18,109,bloggers,0,0
18,107,context_ads,1,10
18,104,context_ads,1,50
18,101,mobile_ads,1,10
18,100,context_ads,1,200
18,98,social_media,0,0
18,91,social_media,0,0
19,197,bloggers,0,0
19,198,mobile_ads,0,0
19,199,bloggers,1,100
19,207,mobile_ads,0,0
19,214,bloggers,0,0
19,219,mobile_ads,0,0
19,217,context_ads,0,0
19,218,mobile_ads,0,0
19,220,context_ads,1,100
19,196,context_ads,0,0
19,216,context_ads,0,0
19,192,social_media,1,10
19,150,context_ads,1,10
19,183,context_ads,1,10
19,177,social_media,0,0
19,170,social_media,1,100
19,166,context_ads,0,0
19,165,mobile_ads,0,0
19,164,social_media,0,0
19,163,bloggers,0,0
19,160,context_ads,0,0
19,156,social_media,1,10
19,153,bloggers,1,10
19,223,context_ads,1,200
19,190,bloggers,0,0
19,225,mobile_ads,1,10
19,290,mobile_ads,1,10
19,236,mobile_ads,0,0
19,294,social_media,0,0
19,295,mobile_ads,0,0
19,289,context_ads,1,50
19,287,context_ads,1,50
19,286,social_media,1,10
19,284,mobile_ads,1,200
19,282,bloggers,0,0
19,279,context_ads,0,0
19,275,bloggers,1,200
19,272,bloggers,1,100
19,271,social_media,0,0
19,269,bloggers,1,200
19,268,mobile_ads,0,0
19,267,social_media,0,0
19,266,context_ads,0,0
19,263,bloggers,0,0
19,259,mobile_ads,0,0
19,254,context_ads,0,0
19,253,context_ads,0,0
19,252,social_media,1,150
19,244,mobile_ads,0,0
19,242,social_media,1,200
19,238,mobile_ads,1,200
19,228,mobile_ads,1,10
19,148,mobile_ads,1,50
19,5,context_ads,0,0
19,139,mobile_ads,1,50
19,78,context_ads,0,0
19,73,bloggers,1,100
19,71,context_ads,1,10
19,70,context_ads,0,0
19,60,bloggers,0,0
19,57,context_ads,0,0
19,54,bloggers,0,0
19,53,context_ads,1,100
19,52,mobile_ads,1,310
19,50,context_ads,1,200
19,49,social_media,1,200
19,45,bloggers,0,0
19,39,bloggers,0,0
19,38,mobile_ads,1,200
19,33,social_media,1,10
19,31,mobile_ads,0,0
19,19,mobile_ads,1,10
19,18,bloggers,0,0
19,16,social_media,0,0
19,141,mobile_ads,0,0
19,11,context_ads,0,0
19,7,mobile_ads,0,0
19,4,context_ads,1,10
19,80,mobile_ads,0,0
19,81,context_ads,0,0
19,12,mobile_ads,1,100
19,87,bloggers,1,100
19,86,mobile_ads,1,50
19,134,mobile_ads,1,10
19,132,social_media,1,50
19,131,context_ads,0,0
19,130,bloggers,1,100
19,129,social_media,0,0
19,126,context_ads,1,50
19,122,bloggers,1,10
19,118,social_media,0,0
19,117,context_ads,1,10
19,115,mobile_ads,0,0
19,133,social_media,1,210
19,110,social_media,1,200
19,113,social_media,1,100
19,95,context_ads,0,0
19,97,social_media,1,20
19,98,social_media,1,210
19,94,bloggers,0,0
19,104,social_media,0,0
19,105,social_media,1,100
19,106,mobile_ads,0,0
19,108,social_media,1,200
19,101,social_media,0,0
19,88,context_ads,1,10
20,299,mobile_ads,1,100
20,197,social_media,0,0
20,232,mobile_ads,1,100
20,231,social_media,0,0
20,230,context_ads,0,0
20,229,social_media,0,0
20,219,mobile_ads,0,0
20,211,social_media,1,200
20,200,social_media,1,200
20,182,mobile_ads,1,100
20,191,bloggers,0,0
20,190,context_ads,0,0
20,189,context_ads,1,100
20,181,context_ads,1,100
20,178,social_media,1,100
20,175,bloggers,0,0
20,173,social_media,1,50
20,241,mobile_ads,0,0
20,195,context_ads,0,0
20,242,context_ads,1,100
20,281,mobile_ads,1,100
20,252,context_ads,0,0
20,168,context_ads,0,0
20,297,bloggers,0,0
20,296,context_ads,1,100
20,295,bloggers,0,0
20,294,bloggers,0,0
20,292,context_ads,0,0
20,290,mobile_ads,0,0
20,289,mobile_ads,1,100
20,282,context_ads,0,0
20,276,social_media,1,100
20,273,bloggers,0,0
20,272,mobile_ads,1,10
20,267,mobile_ads,0,0
20,265,bloggers,1,10
20,264,mobile_ads,1,50
20,263,social_media,1,200
20,258,context_ads,0,0
20,257,mobile_ads,1,10
20,256,social_media,1,300
20,247,bloggers,1,50
20,166,context_ads,1,10
20,236,bloggers,1,10
20,160,context_ads,0,0
20,78,context_ads,1,200
20,73,context_ads,0,0
20,70,mobile_ads,1,100
20,67,mobile_ads,1,50
20,63,mobile_ads,1,20
20,62,mobile_ads,1,150
20,57,bloggers,1,10
20,44,bloggers,1,100
20,81,social_media,1,200
20,41,social_media,0,0
20,38,mobile_ads,0,0
20,28,mobile_ads,1,10
20,26,context_ads,1,10
20,24,mobile_ads,0,0
20,21,mobile_ads,0,0
20,12,context_ads,1,10
20,2,social_media,1,100
20,165,bloggers,0,0
20,40,context_ads,0,0
20,88,context_ads,1,50
20,9,social_media,1,50
20,92,social_media,1,200
20,90,mobile_ads,1,100
20,151,context_ads,1,10
20,148,bloggers,0,0
20,147,social_media,1,200
20,146,mobile_ads,1,50
20,136,social_media,0,0
20,131,mobile_ads,1,10
20,129,social_media,0,0
20,125,mobile_ads,0,0
20,150,social_media,1,50
20,119,context_ads,0,0
20,124,social_media,1,10
20,100,context_ads,1,100
20,102,bloggers,0,0
20,105,social_media,0,0
20,96,bloggers,1,50
20,109,context_ads,1,10
20,112,social_media,0,0
20,116,mobile_ads,0,0
20,107,mobile_ads,0,0
21,216,social_media,0,0
21,187,mobile_ads,1,100
21,212,social_media,0,0
21,203,social_media,0,0
21,202,mobile_ads,0,0
21,192,social_media,0,0
21,214,mobile_ads,0,0
21,167,social_media,0,0
21,178,mobile_ads,0,0
21,169,context_ads,0,0
21,168,mobile_ads,0,0
21,163,context_ads,0,0
21,160,mobile_ads,0,0
21,159,social_media,1,10
21,217,social_media,1,100
21,157,mobile_ads,1,200
21,183,context_ads,1,100
21,225,context_ads,0,0
21,249,bloggers,0,0
21,229,context_ads,0,0
21,156,social_media,1,50
21,297,social_media,0,0
21,294,context_ads,1,200
21,287,bloggers,1,10
21,278,bloggers,0,0
21,271,social_media,1,200
21,269,social_media,1,10
21,257,context_ads,0,0
21,250,bloggers,0,0
21,247,context_ads,1,50
21,246,mobile_ads,0,0
21,245,bloggers,0,0
21,243,context_ads,1,100
21,242,social_media,1,100
21,237,mobile_ads,0,0
21,235,social_media,1,100
21,233,social_media,1,100
21,228,context_ads,0,0
21,147,social_media,0,0
21,148,mobile_ads,0,0
21,145,mobile_ads,0,0
21,69,mobile_ads,1,10
21,68,social_media,1,50
21,67,context_ads,1,10
21,66,bloggers,1,100
21,63,social_media,1,200
21,61,social_media,0,0
21,60,mobile_ads,0,0
21,50,social_media,1,200
21,45,context_ads,0,0
21,42,context_ads,0,0
21,23,context_ads,0,0
21,21,context_ads,1,100
21,19,mobile_ads,1,10
21,11,social_media,0,0
21,8,social_media,1,100
21,4,social_media,0,0
21,146,mobile_ads,0,0
21,70,social_media,0,0
21,73,social_media,1,50
21,56,social_media,0,0
21,77,mobile_ads,1,100
21,74,bloggers,0,0
21,139,social_media,0,0
21,135,social_media,0,0
21,134,bloggers,1,10
21,126,context_ads,1,100
21,115,social_media,0,0
21,110,bloggers,1,50
21,103,context_ads,1,100
21,102,context_ads,0,0
21,119,social_media,1,200
21,98,context_ads,1,10
21,97,context_ads,1,100
21,95,mobile_ads,1,10
21,90,mobile_ads,0,0
21,85,bloggers,0,0
21,82,social_media,0,0
21,80,social_media,0,0
21,78,mobile_ads,0,0
22,182,mobile_ads,0,0
22,183,social_media,1,200
22,184,context_ads,1,10
22,185,bloggers,0,0
22,198,mobile_ads,0,0
22,196,context_ads,1,100
22,203,social_media,1,100
22,179,bloggers,1,10
22,193,bloggers,0,0
22,173,bloggers,0,0
22,156,context_ads,1,10
22,170,social_media,1,200
22,166,social_media,1,10
22,164,bloggers,0,0
22,162,context_ads,0,0
22,160,social_media,0,0
22,149,mobile_ads,0,0
22,159,bloggers,1,50
22,150,social_media,1,50
22,206,mobile_ads,0,0
22,172,social_media,1,60
22,210,mobile_ads,0,0
22,283,social_media,0,0
22,213,bloggers,1,100
22,144,mobile_ads,1,150
22,289,bloggers,1,100
22,287,mobile_ads,1,10
22,285,mobile_ads,0,0
22,272,mobile_ads,0,0
22,258,social_media,1,50
22,254,social_media,1,100
22,248,mobile_ads,0,0
22,247,social_media,0,0
22,244,context_ads,1,50
22,243,social_media,0,0
22,237,mobile_ads,0,0
22,234,context_ads,0,0
22,232,bloggers,0,0
22,228,social_media,1,200
22,225,social_media,0,0
22,222,social_media,1,10
22,218,mobile_ads,1,50
22,217,mobile_ads,0,0
22,215,social_media,1,50
22,214,context_ads,0,0
22,212,bloggers,0,0
22,139,social_media,1,10
22,21,bloggers,1,200
22,137,bloggers,0,0
22,41,bloggers,0,0
22,40,social_media,0,0
22,39,bloggers,1,10
22,38,mobile_ads,0,0
22,37,bloggers,1,10
22,34,bloggers,1,100
22,32,bloggers,1,10
22,28,social_media,1,100
22,24,mobile_ads,0,0
22,42,context_ads,1,50
22,15,mobile_ads,0,0
22,12,mobile_ads,1,10
22,10,social_media,0,0
22,9,social_media,0,0
22,8,mobile_ads,0,0
22,7,social_media,1,50
22,5,mobile_ads,0,0
22,2,bloggers,1,100
22,1,bloggers,1,10
22,138,bloggers,1,10
22,13,social_media,0,0
22,44,context_ads,1,10
22,20,bloggers,0,0
22,47,mobile_ads,1,50
22,135,context_ads,1,300
22,46,mobile_ads,1,100
22,131,social_media,1,100
22,129,mobile_ads,1,110
22,128,mobile_ads,1,100
22,121,mobile_ads,0,0
22,118,context_ads,1,200
22,114,context_ads,0,0
22,112,social_media,0,0
22,109,context_ads,1,50
22,108,mobile_ads,1,200
22,115,bloggers,0,0
22,107,context_ads,0,0
22,103,mobile_ads,1,210
22,100,bloggers,1,100
22,89,bloggers,0,0
22,86,mobile_ads,1,10
22,77,social_media,1,50
22,74,social_media,1,100
22,73,context_ads,0,0
22,48,social_media,0,0
23,224,context_ads,0,0
23,206,context_ads,1,200
